preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Orange is a,fruit.,orange,fruit,1,"[(-10.591987609863281, -5.295993804931641, [-7.586700439453125, -3.0052871704101562]), (-10.502922058105469, -5.251461029052734, [-7.502777099609375, -3.0001449584960938]), (-11.07220458984375, -5.536102294921875, [-7.685661315917969, -3.3865432739257812]), (-10.459602355957031, -5.229801177978516, [-6.995574951171875, -3.4640274047851562]), (-10.614639282226562, -5.307319641113281, [-7.379173278808594, -3.2354660034179688])]",354823168,gpt2-medium
Apple is a,fruit.,apple,fruit,2,"[(-13.418220520019531, -6.709110260009766, [-10.099815368652344, -3.3184051513671875]), (-13.065399169921875, -6.5326995849609375, [-9.59649658203125, -3.468902587890625]), (-13.87692642211914, -6.93846321105957, [-9.827644348144531, -4.049282073974609]), (-14.554306030273438, -7.277153015136719, [-10.415275573730469, -4.139030456542969]), (-14.523094177246094, -7.261547088623047, [-9.910621643066406, -4.6124725341796875])]",354823168,gpt2-medium
Banana is a,fruit.,banana,fruit,3,"[(-8.123817443847656, -4.061908721923828, [-4.6800689697265625, -3.4437484741210938]), (-8.914573669433594, -4.457286834716797, [-5.615875244140625, -3.2986984252929688]), (-7.870849609375, -3.9354248046875, [-4.494956970214844, -3.3758926391601562]), (-9.265392303466797, -4.632696151733398, [-5.0438690185546875, -4.221523284912109]), (-7.5769195556640625, -3.7884597778320312, [-4.1176605224609375, -3.459259033203125])]",354823168,gpt2-medium
Peach is a,fruit.,peach,fruit,4,"[(-10.682273864746094, -5.341136932373047, [-7.44525146484375, -3.2370223999023438]), (-9.530738830566406, -4.765369415283203, [-5.425071716308594, -4.1056671142578125]), (-8.5985107421875, -4.29925537109375, [-5.203948974609375, -3.394561767578125]), (-9.879051208496094, -4.939525604248047, [-5.935432434082031, -3.9436187744140625]), (-8.370841979980469, -4.185420989990234, [-4.902824401855469, -3.468017578125])]",354823168,gpt2-medium
Pear is a,fruit.,pear,fruit,5,"[(-11.773567199707031, -5.886783599853516, [-7.913871765136719, -3.8596954345703125]), (-12.260902404785156, -6.130451202392578, [-8.532844543457031, -3.728057861328125]), (-11.504592895507812, -5.752296447753906, [-8.76837158203125, -2.7362213134765625]), (-10.577507019042969, -5.288753509521484, [-7.759727478027344, -2.817779541015625]), (-11.749626159667969, -5.874813079833984, [-8.687858581542969, -3.061767578125])]",354823168,gpt2-medium
Apricot is a,fruit.,apricot,fruit,6,"[(-8.529273986816406, -4.264636993408203, [-4.232208251953125, -4.297065734863281]), (-9.203849792480469, -4.601924896240234, [-4.52642822265625, -4.677421569824219]), (-10.124526977539062, -5.062263488769531, [-5.3127288818359375, -4.811798095703125]), (-10.3028564453125, -5.15142822265625, [-6.146858215332031, -4.155998229980469]), (-9.781211853027344, -4.890605926513672, [-5.197044372558594, -4.58416748046875])]",354823168,gpt2-medium
Tangerine is a,fruit.,tangerine,fruit,7,"[(-8.882373809814453, -4.441186904907227, [-4.644966125488281, -4.237407684326172]), (-10.255584716796875, -5.1277923583984375, [-6.369232177734375, -3.8863525390625]), (-10.165992736816406, -5.082996368408203, [-7.235084533691406, -2.930908203125]), (-9.795028686523438, -4.897514343261719, [-6.0729217529296875, -3.72210693359375]), (-9.830078125, -4.9150390625, [-6.229217529296875, -3.600860595703125])]",354823168,gpt2-medium
Plum is a,fruit.,plum,fruit,8,"[(-10.141876220703125, -5.0709381103515625, [-6.09637451171875, -4.045501708984375]), (-10.809059143066406, -5.404529571533203, [-6.749656677246094, -4.0594024658203125]), (-11.567489624023438, -5.783744812011719, [-7.8673553466796875, -3.70013427734375]), (-11.073677062988281, -5.536838531494141, [-7.657722473144531, -3.41595458984375]), (-9.18365478515625, -4.591827392578125, [-5.9539031982421875, -3.2297515869140625])]",354823168,gpt2-medium
Grape is a,fruit.,grape,fruit,9,"[(-7.8636016845703125, -3.9318008422851562, [-4.10577392578125, -3.7578277587890625]), (-7.971839904785156, -3.985919952392578, [-4.632362365722656, -3.3394775390625]), (-7.7436981201171875, -3.8718490600585938, [-3.8872451782226562, -3.8564529418945312]), (-8.004104614257812, -4.002052307128906, [-4.3829498291015625, -3.62115478515625]), (-7.56005859375, -3.780029296875, [-4.129432678222656, -3.4306259155273438])]",354823168,gpt2-medium
Nectarine is a,fruit.,nectarine,fruit,10,"[(-11.3822021484375, -5.69110107421875, [-7.327049255371094, -4.055152893066406]), (-11.590988159179688, -5.795494079589844, [-6.2643890380859375, -5.32659912109375]), (-9.823272705078125, -4.9116363525390625, [-5.2236785888671875, -4.5995941162109375]), (-10.358451843261719, -5.179225921630859, [-6.3865509033203125, -3.9719009399414062]), (-10.340011596679688, -5.170005798339844, [-6.4868011474609375, -3.85321044921875])]",354823168,gpt2-medium
Strawberry is a,fruit.,strawberry,fruit,11,"[(-8.428253173828125, -4.2141265869140625, [-4.348663330078125, -4.07958984375]), (-8.269554138183594, -4.134777069091797, [-4.499671936035156, -3.7698822021484375]), (-7.900337219238281, -3.9501686096191406, [-4.18731689453125, -3.7130203247070312]), (-8.483024597167969, -4.241512298583984, [-4.156425476074219, -4.32659912109375]), (-9.388046264648438, -4.694023132324219, [-5.0349273681640625, -4.353118896484375])]",354823168,gpt2-medium
Grapefruit is a,fruit.,grapefruit,fruit,12,"[(-7.16778564453125, -3.583892822265625, [-3.2343978881835938, -3.9333877563476562]), (-7.518524169921875, -3.7592620849609375, [-3.1144485473632812, -4.404075622558594]), (-8.2744140625, -4.13720703125, [-3.2143402099609375, -5.0600738525390625]), (-8.220230102539062, -4.110115051269531, [-3.0688018798828125, -5.15142822265625]), (-7.375236511230469, -3.6876182556152344, [-3.2954025268554688, -4.079833984375])]",354823168,gpt2-medium
Berry is a,fruit.,berry,fruit,13,"[(-11.74993896484375, -5.874969482421875, [-8.476898193359375, -3.273040771484375]), (-12.637672424316406, -6.318836212158203, [-8.736709594726562, -3.9009628295898438]), (-12.398078918457031, -6.199039459228516, [-8.89544677734375, -3.5026321411132812]), (-12.9832763671875, -6.49163818359375, [-8.786376953125, -4.1968994140625]), (-13.365264892578125, -6.6826324462890625, [-9.470527648925781, -3.8947372436523438])]",354823168,gpt2-medium
Cherry is a,fruit.,cherry,fruit,14,"[(-9.676925659179688, -4.838462829589844, [-5.219879150390625, -4.4570465087890625]), (-8.8646240234375, -4.43231201171875, [-4.847930908203125, -4.016693115234375]), (-10.300651550292969, -5.150325775146484, [-6.5900421142578125, -3.7106094360351562]), (-9.455299377441406, -4.727649688720703, [-5.7292938232421875, -3.7260055541992188]), (-9.009849548339844, -4.504924774169922, [-4.958885192871094, -4.05096435546875])]",354823168,gpt2-medium
Pineapple is a,fruit.,pineapple,fruit,15,"[(-7.9956817626953125, -3.9978408813476562, [-4.5443115234375, -3.4513702392578125]), (-9.775543212890625, -4.8877716064453125, [-5.243621826171875, -4.53192138671875]), (-8.16693115234375, -4.083465576171875, [-4.038612365722656, -4.128318786621094]), (-8.827125549316406, -4.413562774658203, [-4.5311126708984375, -4.296012878417969]), (-9.571884155273438, -4.785942077636719, [-5.422386169433594, -4.149497985839844])]",354823168,gpt2-medium
Blackberry is a,fruit.,blackberry,fruit,16,"[(-12.972770690917969, -6.486385345458984, [-9.278938293457031, -3.6938323974609375]), (-12.720436096191406, -6.360218048095703, [-8.85113525390625, -3.8693008422851562]), (-11.599502563476562, -5.799751281738281, [-7.200599670410156, -4.398902893066406]), (-13.017234802246094, -6.508617401123047, [-9.222518920898438, -3.7947158813476562]), (-10.976654052734375, -5.4883270263671875, [-6.9755401611328125, -4.0011138916015625])]",354823168,gpt2-medium
Melon is a,fruit.,melon,fruit,17,"[(-9.730758666992188, -4.865379333496094, [-6.983558654785156, -2.7472000122070312]), (-9.228721618652344, -4.614360809326172, [-5.3701171875, -3.8586044311523438]), (-10.603988647460938, -5.301994323730469, [-7.150444030761719, -3.4535446166992188]), (-10.529121398925781, -5.264560699462891, [-6.807197570800781, -3.721923828125]), (-12.627143859863281, -6.313571929931641, [-8.609947204589844, -4.0171966552734375])]",354823168,gpt2-medium
Blueberry is a,fruit.,blueberry,fruit,18,"[(-10.144180297851562, -5.072090148925781, [-5.751800537109375, -4.3923797607421875]), (-9.902214050292969, -4.951107025146484, [-5.335655212402344, -4.566558837890625]), (-9.822090148925781, -4.911045074462891, [-5.413978576660156, -4.408111572265625]), (-10.898796081542969, -5.449398040771484, [-6.2951507568359375, -4.603645324707031]), (-8.93057632446289, -4.465288162231445, [-5.356330871582031, -3.5742454528808594])]",354823168,gpt2-medium
Raspberry is a,fruit.,raspberry,fruit,19,"[(-13.946624755859375, -6.9733123779296875, [-9.522079467773438, -4.4245452880859375]), (-12.733612060546875, -6.3668060302734375, [-8.790054321289062, -3.9435577392578125]), (-13.438064575195312, -6.719032287597656, [-9.28240966796875, -4.1556549072265625]), (-13.515907287597656, -6.757953643798828, [-9.694038391113281, -3.821868896484375]), (-11.4390869140625, -5.71954345703125, [-8.236312866210938, -3.2027740478515625])]",354823168,gpt2-medium
Lemon is a,fruit.,lemon,fruit,20,"[(-10.156669616699219, -5.078334808349609, [-7.241859436035156, -2.9148101806640625]), (-10.609474182128906, -5.304737091064453, [-7.1080169677734375, -3.5014572143554688]), (-10.127487182617188, -5.063743591308594, [-5.884956359863281, -4.242530822753906]), (-11.611175537109375, -5.8055877685546875, [-7.174308776855469, -4.436866760253906]), (-8.59625244140625, -4.298126220703125, [-5.199501037597656, -3.3967514038085938])]",354823168,gpt2-medium
Black raspberry is a,fruit.,black raspberry,fruit,21,"[(-8.53009033203125, -4.265045166015625, [-4.642158508300781, -3.8879318237304688]), (-8.811210632324219, -4.405605316162109, [-4.6570892333984375, -4.154121398925781]), (-8.525588989257812, -4.262794494628906, [-4.855796813964844, -3.6697921752929688]), (-8.465599060058594, -4.232799530029297, [-4.735862731933594, -3.729736328125]), (-9.887741088867188, -4.943870544433594, [-4.646080017089844, -5.241661071777344])]",354823168,gpt2-medium
Boysenberry is a,fruit.,boysenberry,fruit,22,"[(-9.220848083496094, -4.610424041748047, [-4.940864562988281, -4.2799835205078125]), (-10.531211853027344, -5.265605926513672, [-6.2065582275390625, -4.324653625488281]), (-10.229736328125, -5.1148681640625, [-5.727455139160156, -4.502281188964844]), (-9.606765747070312, -4.803382873535156, [-5.073944091796875, -4.5328216552734375]), (-12.178939819335938, -6.089469909667969, [-8.072349548339844, -4.106590270996094])]",354823168,gpt2-medium
Watermelon is a,fruit.,watermelon,fruit,23,"[(-7.222137451171875, -3.6110687255859375, [-3.3666915893554688, -3.8554458618164062]), (-6.252777099609375, -3.1263885498046875, [-3.00823974609375, -3.244537353515625]), (-7.398994445800781, -3.6994972229003906, [-4.162940979003906, -3.236053466796875]), (-8.591758728027344, -4.295879364013672, [-4.789268493652344, -3.802490234375]), (-7.129890441894531, -3.5649452209472656, [-3.6569976806640625, -3.4728927612304688])]",354823168,gpt2-medium
Cantaloupe is a,fruit.,cantaloupe,fruit,24,"[(-9.845489501953125, -4.9227447509765625, [-6.172065734863281, -3.6734237670898438]), (-8.997512817382812, -4.498756408691406, [-4.987800598144531, -4.009712219238281]), (-9.382492065429688, -4.691246032714844, [-5.321952819824219, -4.060539245605469]), (-10.5277099609375, -5.26385498046875, [-6.382225036621094, -4.145484924316406]), (-10.174163818359375, -5.0870819091796875, [-5.01556396484375, -5.158599853515625])]",354823168,gpt2-medium
Lime is a,fruit.,lime,fruit,25,"[(-9.22955322265625, -4.614776611328125, [-5.9918365478515625, -3.2377166748046875]), (-9.509796142578125, -4.7548980712890625, [-6.1510162353515625, -3.3587799072265625]), (-10.549972534179688, -5.274986267089844, [-7.3916168212890625, -3.158355712890625]), (-9.992263793945312, -4.996131896972656, [-6.382926940917969, -3.6093368530273438]), (-9.779533386230469, -4.889766693115234, [-6.528160095214844, -3.251373291015625])]",354823168,gpt2-medium
Tangelo is a,fruit.,tangelo,fruit,26,"[(-13.712821960449219, -6.856410980224609, [-9.537582397460938, -4.175239562988281]), (-13.375091552734375, -6.6875457763671875, [-9.419914245605469, -3.9551773071289062]), (-14.905601501464844, -7.452800750732422, [-9.926193237304688, -4.979408264160156]), (-12.939266204833984, -6.469633102416992, [-9.346794128417969, -3.5924720764160156]), (-13.036300659179688, -6.518150329589844, [-9.785865783691406, -3.2504348754882812])]",354823168,gpt2-medium
Papaya is a,fruit.,papaya,fruit,27,"[(-9.189826965332031, -4.594913482666016, [-4.8221893310546875, -4.367637634277344]), (-8.808151245117188, -4.404075622558594, [-4.384773254394531, -4.423377990722656]), (-7.995780944824219, -3.9978904724121094, [-4.1804656982421875, -3.8153152465820312]), (-9.710563659667969, -4.855281829833984, [-5.693382263183594, -4.017181396484375]), (-7.468017578125, -3.7340087890625, [-4.050010681152344, -3.4180068969726562])]",354823168,gpt2-medium
Honeydew is a,fruit.,honeydew,fruit,28,"[(-11.329513549804688, -5.664756774902344, [-6.9502105712890625, -4.379302978515625]), (-11.471244812011719, -5.735622406005859, [-7.271751403808594, -4.199493408203125]), (-11.187728881835938, -5.593864440917969, [-6.990577697753906, -4.197151184082031]), (-11.656387329101562, -5.828193664550781, [-6.846160888671875, -4.8102264404296875]), (-10.920181274414062, -5.460090637207031, [-6.507255554199219, -4.412925720214844])]",354823168,gpt2-medium
Fig is a,fruit.,fig,fruit,29,"[(-12.594425201416016, -6.297212600708008, [-9.761600494384766, -2.83282470703125]), (-14.66241455078125, -7.331207275390625, [-10.242218017578125, -4.420196533203125]), (-15.661895751953125, -7.8309478759765625, [-11.045127868652344, -4.616767883300781]), (-14.039207458496094, -7.019603729248047, [-10.406394958496094, -3.6328125]), (-15.153488159179688, -7.576744079589844, [-10.486557006835938, -4.66693115234375])]",354823168,gpt2-medium
Mango is a,fruit.,mango,fruit,30,"[(-10.564598083496094, -5.282299041748047, [-6.8399810791015625, -3.7246170043945312]), (-14.267997741699219, -7.133998870849609, [-8.834724426269531, -5.4332733154296875]), (-11.167404174804688, -5.583702087402344, [-6.9717559814453125, -4.195648193359375]), (-11.880439758300781, -5.940219879150391, [-7.589912414550781, -4.29052734375]), (-10.822052001953125, -5.4110260009765625, [-6.308502197265625, -4.5135498046875])]",354823168,gpt2-medium
Guava is a,fruit.,guava,fruit,31,"[(-9.597885131835938, -4.798942565917969, [-5.4990692138671875, -4.09881591796875]), (-10.07354736328125, -5.036773681640625, [-6.2541656494140625, -3.8193817138671875]), (-9.268356323242188, -4.634178161621094, [-5.5891571044921875, -3.67919921875]), (-10.45648193359375, -5.228240966796875, [-5.79278564453125, -4.6636962890625]), (-11.38067626953125, -5.690338134765625, [-6.778007507324219, -4.602668762207031])]",354823168,gpt2-medium
Pomegranate is a,fruit.,pomegranate,fruit,32,"[(-8.828521728515625, -4.4142608642578125, [-4.388893127441406, -4.439628601074219]), (-8.394157409667969, -4.197078704833984, [-3.7052383422851562, -4.6889190673828125]), (-9.186347961425781, -4.593173980712891, [-4.249107360839844, -4.9372406005859375]), (-7.785179138183594, -3.892589569091797, [-3.3315048217773438, -4.45367431640625]), (-8.972755432128906, -4.486377716064453, [-4.568763732910156, -4.40399169921875])]",354823168,gpt2-medium
Cranberry is a,fruit.,cranberry,fruit,33,"[(-8.894355773925781, -4.447177886962891, [-5.298370361328125, -3.5959854125976562]), (-10.700996398925781, -5.350498199462891, [-6.4160003662109375, -4.284996032714844]), (-7.7837982177734375, -3.8918991088867188, [-3.9665069580078125, -3.817291259765625]), (-9.303070068359375, -4.6515350341796875, [-4.9312744140625, -4.371795654296875]), (-9.656112670898438, -4.828056335449219, [-4.9274139404296875, -4.72869873046875])]",354823168,gpt2-medium
Passion fruit is a,fruit.,passion fruit,fruit,34,"[(-7.951057434082031, -3.9755287170410156, [-2.8133697509765625, -5.137687683105469]), (-9.587677001953125, -4.7938385009765625, [-3.230682373046875, -6.35699462890625]), (-8.902824401855469, -4.451412200927734, [-2.7937469482421875, -6.109077453613281]), (-9.23297119140625, -4.616485595703125, [-3.5211715698242188, -5.711799621582031]), (-8.929664611816406, -4.464832305908203, [-3.1553268432617188, -5.7743377685546875])]",354823168,gpt2-medium
Prune is a,fruit.,prune,fruit,35,"[(-11.587051391601562, -5.793525695800781, [-7.343597412109375, -4.2434539794921875]), (-9.8583984375, -4.92919921875, [-6.338340759277344, -3.5200576782226562]), (-10.370864868164062, -5.185432434082031, [-6.6985321044921875, -3.672332763671875]), (-11.71832275390625, -5.859161376953125, [-7.6468505859375, -4.07147216796875]), (-10.825225830078125, -5.4126129150390625, [-6.8328399658203125, -3.9923858642578125])]",354823168,gpt2-medium
Gooseberry is a,fruit.,gooseberry,fruit,36,"[(-11.432121276855469, -5.716060638427734, [-6.5654144287109375, -4.866706848144531]), (-9.751785278320312, -4.875892639160156, [-4.7759857177734375, -4.975799560546875]), (-10.533676147460938, -5.266838073730469, [-6.627471923828125, -3.9062042236328125]), (-9.065052032470703, -4.532526016235352, [-5.764629364013672, -3.3004226684570312]), (-9.1280517578125, -4.56402587890625, [-5.77362060546875, -3.35443115234375])]",354823168,gpt2-medium
Date is a,fruit.,date,fruit,37,"[(-14.178043365478516, -7.089021682739258, [-11.361141204833984, -2.8169021606445312]), (-13.401298522949219, -6.700649261474609, [-10.917953491210938, -2.4833450317382812]), (-14.248985290527344, -7.124492645263672, [-11.236785888671875, -3.0121994018554688]), (-13.632431030273438, -6.816215515136719, [-10.610977172851562, -3.021453857421875]), (-13.736534118652344, -6.868267059326172, [-10.891487121582031, -2.8450469970703125])]",354823168,gpt2-medium
Kumquat is a,fruit.,kumquat,fruit,38,"[(-12.663307189941406, -6.331653594970703, [-7.784370422363281, -4.878936767578125]), (-12.131851196289062, -6.065925598144531, [-8.316520690917969, -3.8153305053710938]), (-12.676292419433594, -6.338146209716797, [-8.274032592773438, -4.402259826660156]), (-13.120193481445312, -6.560096740722656, [-9.063262939453125, -4.0569305419921875]), (-11.242279052734375, -5.6211395263671875, [-7.1772308349609375, -4.0650482177734375])]",354823168,gpt2-medium
Raisin is a,fruit.,raisin,fruit,39,"[(-12.359222412109375, -6.1796112060546875, [-8.491943359375, -3.867279052734375]), (-12.262290954589844, -6.131145477294922, [-8.253158569335938, -4.009132385253906]), (-11.814208984375, -5.9071044921875, [-7.620246887207031, -4.193962097167969]), (-12.016593933105469, -6.008296966552734, [-8.041748046875, -3.9748458862304688]), (-12.086822509765625, -6.0434112548828125, [-7.7487335205078125, -4.3380889892578125])]",354823168,gpt2-medium
Muskmelon is a,fruit.,muskmelon,fruit,40,"[(-13.225379943847656, -6.612689971923828, [-9.005435943603516, -4.219944000244141]), (-12.579627990722656, -6.289813995361328, [-8.368362426757812, -4.211265563964844]), (-13.332901000976562, -6.666450500488281, [-9.229515075683594, -4.103385925292969]), (-13.198165893554688, -6.599082946777344, [-8.845504760742188, -4.3526611328125]), (-13.088272094726562, -6.544136047363281, [-9.253341674804688, -3.834930419921875])]",354823168,gpt2-medium
Persimmon is a,fruit.,persimmon,fruit,41,"[(-11.602386474609375, -5.8011932373046875, [-7.709327697753906, -3.8930587768554688]), (-11.267402648925781, -5.633701324462891, [-8.489006042480469, -2.7783966064453125]), (-10.838218688964844, -5.419109344482422, [-6.925285339355469, -3.912933349609375]), (-10.780166625976562, -5.390083312988281, [-7.075767517089844, -3.7043991088867188]), (-10.691154479980469, -5.345577239990234, [-7.565269470214844, -3.125885009765625])]",354823168,gpt2-medium
Pawpaw is a,fruit.,pawpaw,fruit,42,"[(-11.707901000976562, -5.853950500488281, [-8.521354675292969, -3.1865463256835938]), (-12.3612060546875, -6.18060302734375, [-8.753387451171875, -3.607818603515625]), (-12.768013000488281, -6.384006500244141, [-8.855522155761719, -3.9124908447265625]), (-12.509071350097656, -6.254535675048828, [-8.969223022460938, -3.5398483276367188]), (-12.987800598144531, -6.493900299072266, [-9.116828918457031, -3.8709716796875])]",354823168,gpt2-medium
Coconut is a,fruit.,coconut,fruit,43,"[(-9.204902648925781, -4.602451324462891, [-5.399139404296875, -3.8057632446289062]), (-9.629615783691406, -4.814807891845703, [-5.573333740234375, -4.056282043457031]), (-9.026008605957031, -4.513004302978516, [-5.002861022949219, -4.0231475830078125]), (-9.286468505859375, -4.6432342529296875, [-5.299827575683594, -3.9866409301757812]), (-9.929222106933594, -4.964611053466797, [-6.471794128417969, -3.457427978515625])]",354823168,gpt2-medium
Avocado is a,fruit.,avocado,fruit,44,"[(-9.7216796875, -4.86083984375, [-5.528907775878906, -4.192771911621094]), (-10.585529327392578, -5.292764663696289, [-5.314727783203125, -5.270801544189453]), (-9.172225952148438, -4.586112976074219, [-5.3353424072265625, -3.836883544921875]), (-11.518096923828125, -5.7590484619140625, [-6.237144470214844, -5.280952453613281]), (-8.764808654785156, -4.382404327392578, [-5.1226959228515625, -3.6421127319335938])]",354823168,gpt2-medium
Pumpkin is a,fruit.,pumpkin,fruit,45,"[(-9.956840515136719, -4.978420257568359, [-6.445610046386719, -3.51123046875]), (-10.123817443847656, -5.061908721923828, [-6.758827209472656, -3.364990234375]), (-8.546127319335938, -4.273063659667969, [-5.564811706542969, -2.9813156127929688]), (-8.708786010742188, -4.354393005371094, [-5.59759521484375, -3.1111907958984375]), (-8.848480224609375, -4.4242401123046875, [-5.400489807128906, -3.4479904174804688])]",354823168,gpt2-medium
Tomato is a,fruit.,tomato,fruit,46,"[(-8.191802978515625, -4.0959014892578125, [-4.927772521972656, -3.2640304565429688]), (-8.638076782226562, -4.319038391113281, [-5.1384124755859375, -3.499664306640625]), (-12.026580810546875, -6.0132904052734375, [-7.615303039550781, -4.411277770996094]), (-9.69677734375, -4.848388671875, [-5.4867706298828125, -4.2100067138671875]), (-8.722991943359375, -4.3614959716796875, [-4.453521728515625, -4.26947021484375])]",354823168,gpt2-medium
Nut is a,fruit.,nut,fruit,47,"[(-10.9345703125, -5.46728515625, [-7.298744201660156, -3.6358261108398438]), (-12.267173767089844, -6.133586883544922, [-7.983184814453125, -4.283988952636719]), (-11.194572448730469, -5.597286224365234, [-6.6270294189453125, -4.567543029785156]), (-10.459907531738281, -5.229953765869141, [-7.411598205566406, -3.048309326171875]), (-11.465713500976562, -5.732856750488281, [-7.2071533203125, -4.2585601806640625])]",354823168,gpt2-medium
Gourd is a,fruit.,gourd,fruit,48,"[(-11.130058288574219, -5.565029144287109, [-7.241508483886719, -3.8885498046875]), (-11.030967712402344, -5.515483856201172, [-7.464447021484375, -3.5665206909179688]), (-10.706169128417969, -5.353084564208984, [-7.0031585693359375, -3.7030105590820312]), (-10.720558166503906, -5.360279083251953, [-7.6124725341796875, -3.1080856323242188]), (-10.611572265625, -5.3057861328125, [-6.680458068847656, -3.9311141967773438])]",354823168,gpt2-medium
Olive is a,fruit.,olive,fruit,49,"[(-9.776611328125, -4.8883056640625, [-6.5161285400390625, -3.2604827880859375]), (-11.344886779785156, -5.672443389892578, [-7.613548278808594, -3.7313385009765625]), (-11.851837158203125, -5.9259185791015625, [-8.063026428222656, -3.7888107299804688]), (-9.623634338378906, -4.811817169189453, [-7.200531005859375, -2.4231033325195312]), (-10.455429077148438, -5.227714538574219, [-6.692283630371094, -3.7631454467773438])]",354823168,gpt2-medium
Pickle is a,fruit.,pickle,fruit,50,"[(-10.80596923828125, -5.402984619140625, [-7.107460021972656, -3.6985092163085938]), (-10.55078125, -5.275390625, [-7.6149444580078125, -2.9358367919921875]), (-11.389900207519531, -5.694950103759766, [-7.888236999511719, -3.5016632080078125]), (-10.193336486816406, -5.096668243408203, [-7.130180358886719, -3.0631561279296875]), (-10.078514099121094, -5.039257049560547, [-7.086463928222656, -2.9920501708984375])]",354823168,gpt2-medium
Squash is a,fruit.,squash,fruit,51,"[(-10.219520568847656, -5.109760284423828, [-6.0233306884765625, -4.196189880371094]), (-11.941215515136719, -5.970607757568359, [-7.721099853515625, -4.220115661621094]), (-11.999137878417969, -5.999568939208984, [-8.41619873046875, -3.5829391479492188]), (-12.878173828125, -6.4390869140625, [-9.001739501953125, -3.876434326171875]), (-11.872291564941406, -5.936145782470703, [-7.852836608886719, -4.0194549560546875])]",354823168,gpt2-medium
A pant is a,clothing.,pant,clothing,1,"[(-12.906608581542969, -6.453304290771484, [-5.80364990234375, -7.102958679199219]), (-12.69305419921875, -6.346527099609375, [-6.0787811279296875, -6.6142730712890625]), (-11.844100952148438, -5.922050476074219, [-6.5630035400390625, -5.281097412109375]), (-10.494026184082031, -5.247013092041016, [-5.445274353027344, -5.0487518310546875]), (-12.401741027832031, -6.200870513916016, [-5.501335144042969, -6.9004058837890625])]",354823168,gpt2-medium
A shirt is a,clothing.,shirt,clothing,2,"[(-13.03729248046875, -6.518646240234375, [-5.916740417480469, -7.120552062988281]), (-12.134445190429688, -6.067222595214844, [-6.152008056640625, -5.9824371337890625]), (-12.505912780761719, -6.252956390380859, [-5.853233337402344, -6.652679443359375]), (-12.992351531982422, -6.496175765991211, [-5.8908843994140625, -7.101467132568359]), (-13.86783218383789, -6.933916091918945, [-6.768524169921875, -7.099308013916016])]",354823168,gpt2-medium
A dress is a,clothing.,dress,clothing,3,"[(-11.258106231689453, -5.629053115844727, [-5.706184387207031, -5.551921844482422]), (-10.073814392089844, -5.036907196044922, [-5.816673278808594, -4.25714111328125]), (-12.103195190429688, -6.051597595214844, [-6.766075134277344, -5.337120056152344]), (-10.754402160644531, -5.377201080322266, [-6.341300964355469, -4.4131011962890625]), (-10.312049865722656, -5.156024932861328, [-6.5561370849609375, -3.7559127807617188])]",354823168,gpt2-medium
A skirt is a,clothing.,skirt,clothing,4,"[(-14.45052719116211, -7.225263595581055, [-7.2675628662109375, -7.182964324951172]), (-13.914115905761719, -6.957057952880859, [-6.7284698486328125, -7.185646057128906]), (-11.603958129882812, -5.801979064941406, [-6.5351104736328125, -5.06884765625]), (-13.070823669433594, -6.535411834716797, [-6.208625793457031, -6.8621978759765625]), (-14.186767578125, -7.0933837890625, [-6.9727783203125, -7.2139892578125])]",354823168,gpt2-medium
A blouse is a,clothing.,blouse,clothing,5,"[(-13.59769058227539, -6.798845291137695, [-6.252494812011719, -7.345195770263672]), (-14.100929260253906, -7.050464630126953, [-5.869407653808594, -8.231521606445312]), (-12.523921966552734, -6.261960983276367, [-6.3448486328125, -6.179073333740234]), (-13.114788055419922, -6.557394027709961, [-5.9785614013671875, -7.136226654052734]), (-13.702140808105469, -6.851070404052734, [-6.1755828857421875, -7.526557922363281])]",354823168,gpt2-medium
A suit is a,clothing.,suit,clothing,6,"[(-16.188072204589844, -8.094036102294922, [-10.653472900390625, -5.534599304199219]), (-11.791675567626953, -5.895837783813477, [-6.5667877197265625, -5.224887847900391]), (-17.93365478515625, -8.966827392578125, [-11.129081726074219, -6.804573059082031]), (-11.001960754394531, -5.500980377197266, [-6.827049255371094, -4.1749114990234375]), (-12.763679504394531, -6.381839752197266, [-7.692558288574219, -5.0711212158203125])]",354823168,gpt2-medium
A slack is a,clothing.,slack,clothing,7,"[(-16.94329833984375, -8.471649169921875, [-10.192047119140625, -6.751251220703125]), (-15.151863098144531, -7.575931549072266, [-10.63287353515625, -4.518989562988281]), (-16.934371948242188, -8.467185974121094, [-9.8741455078125, -7.0602264404296875]), (-16.213184356689453, -8.106592178344727, [-11.087398529052734, -5.125785827636719]), (-17.873550415039062, -8.936775207519531, [-11.602294921875, -6.2712554931640625])]",354823168,gpt2-medium
A jacket is a,clothing.,jacket,clothing,8,"[(-11.990562438964844, -5.995281219482422, [-6.022010803222656, -5.9685516357421875]), (-13.367794036865234, -6.683897018432617, [-6.660926818847656, -6.706867218017578]), (-11.87728500366211, -5.938642501831055, [-5.723411560058594, -6.153873443603516]), (-13.258697509765625, -6.6293487548828125, [-6.020484924316406, -7.238212585449219]), (-12.989810943603516, -6.494905471801758, [-6.062713623046875, -6.927097320556641])]",354823168,gpt2-medium
