preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Papaya is a,fruit.,papaya,fruit,27,"[(-7.821323394775391, -3.9106616973876953, [-6.58182430267334, -1.2394990921020508]), (-6.627846717834473, -3.3139233589172363, [-5.954411506652832, -0.6734352111816406]), (-7.159840106964111, -3.5799200534820557, [-6.791456699371338, -0.36838340759277344]), (-6.819300651550293, -3.4096503257751465, [-5.108478546142578, -1.7108221054077148]), (-5.8819580078125, -2.94097900390625, [-5.342731475830078, -0.5392265319824219])]",124697433,roberta-base
Honeydew is a,fruit.,honeydew,fruit,28,"[(-8.530881881713867, -4.265440940856934, [-6.760251998901367, -1.7706298828125]), (-9.774365425109863, -4.887182712554932, [-8.322300910949707, -1.4520645141601562]), (-9.692690372467041, -4.8463451862335205, [-7.7182440757751465, -1.9744462966918945]), (-10.510586738586426, -5.255293369293213, [-8.393025398254395, -2.1175613403320312]), (-8.441517353057861, -4.220758676528931, [-7.732471942901611, -0.70904541015625])]",124697433,roberta-base
Fig is a,fruit.,fig,fruit,29,"[(-9.929052352905273, -4.964526176452637, [-8.43754768371582, -1.4915046691894531]), (-7.802663803100586, -3.901331901550293, [-7.341794967651367, -0.46086883544921875]), (-10.770952224731445, -5.385476112365723, [-10.545616149902344, -0.22533607482910156]), (-8.357097625732422, -4.178548812866211, [-7.939330101013184, -0.4177675247192383]), (-7.8619279861450195, -3.9309639930725098, [-7.623520851135254, -0.23840713500976562])]",124697433,roberta-base
Mango is a,fruit.,mango,fruit,30,"[(-5.450605392456055, -2.7253026962280273, [-5.353967666625977, -0.09663772583007812]), (-6.58734130859375, -3.293670654296875, [-3.9170970916748047, -2.6702442169189453]), (-5.617391586303711, -2.8086957931518555, [-4.4495849609375, -1.167806625366211]), (-5.5731353759765625, -2.7865676879882812, [-4.434444427490234, -1.1386909484863281]), (-6.321788787841797, -3.1608943939208984, [-4.300529479980469, -2.021259307861328])]",124697433,roberta-base
Guava is a,fruit.,guava,fruit,31,"[(-7.111091613769531, -3.5555458068847656, [-5.675128936767578, -1.4359626770019531]), (-5.669981956481934, -2.834990978240967, [-5.097590446472168, -0.5723915100097656]), (-5.341336250305176, -2.670668125152588, [-4.943539619445801, -0.397796630859375]), (-6.65782356262207, -3.328911781311035, [-5.441227912902832, -1.2165956497192383]), (-10.864933967590332, -5.432466983795166, [-8.94190502166748, -1.9230289459228516])]",124697433,roberta-base
Pomegranate is a,fruit.,pomegranate,fruit,32,"[(-4.271171569824219, -2.1355857849121094, [-3.9934043884277344, -0.2777671813964844]), (-4.42643928527832, -2.21321964263916, [-4.373628616333008, -0.0528106689453125]), (-2.8785524368286133, -1.4392762184143066, [-2.4284353256225586, -0.4501171112060547]), (-3.2847061157226562, -1.6423530578613281, [-2.7762374877929688, -0.5084686279296875]), (-3.3966102600097656, -1.6983051300048828, [-3.16033935546875, -0.23627090454101562])]",124697433,roberta-base
Cranberry is a,fruit.,cranberry,fruit,33,"[(-10.500188827514648, -5.250094413757324, [-9.106649398803711, -1.3935394287109375]), (-5.271020889282227, -2.6355104446411133, [-3.853952407836914, -1.4170684814453125]), (-7.4953155517578125, -3.7476577758789062, [-6.421819686889648, -1.073495864868164]), (-8.420297622680664, -4.210148811340332, [-7.254617691040039, -1.165679931640625]), (-10.978050231933594, -5.489025115966797, [-9.26699447631836, -1.7110557556152344])]",124697433,roberta-base
Passion fruit is a,fruit.,passion fruit,fruit,34,"[(-6.386223793029785, -3.1931118965148926, [-6.077166557312012, -0.30905723571777344]), (-2.030855178833008, -1.015427589416504, [-1.5734424591064453, -0.4574127197265625]), (-3.555479049682617, -1.7777395248413086, [-2.741617202758789, -0.8138618469238281]), (-7.603531837463379, -3.8017659187316895, [-4.843157768249512, -2.760374069213867]), (-4.280508995056152, -2.140254497528076, [-3.8807878494262695, -0.3997211456298828])]",124697433,roberta-base
Prune is a,fruit.,prune,fruit,35,"[(-6.527709007263184, -3.263854503631592, [-6.43393611907959, -0.09377288818359375]), (-4.906270980834961, -2.4531354904174805, [-4.156538009643555, -0.7497329711914062]), (-7.247575759887695, -3.6237878799438477, [-6.855430603027344, -0.39214515686035156]), (-6.244114875793457, -3.1220574378967285, [-6.082703590393066, -0.16141128540039062]), (-7.413804054260254, -3.706902027130127, [-6.5377397537231445, -0.8760643005371094])]",124697433,roberta-base
Gooseberry is a,fruit.,gooseberry,fruit,36,"[(-3.3559322357177734, -1.6779661178588867, [-2.1628236770629883, -1.1931085586547852]), (-7.04572868347168, -3.52286434173584, [-5.853422164916992, -1.1923065185546875]), (-6.107273101806641, -3.0536365509033203, [-4.45737361907959, -1.6498994827270508]), (-9.777718544006348, -4.888859272003174, [-7.037903785705566, -2.7398147583007812]), (-6.321108818054199, -3.1605544090270996, [-5.071545600891113, -1.249563217163086])]",124697433,roberta-base
Date is a,fruit.,date,fruit,37,"[(-11.901424407958984, -5.950712203979492, [-11.812295913696289, -0.08912849426269531]), (-9.54391860961914, -4.77195930480957, [-9.365201950073242, -0.17871665954589844]), (-12.037277221679688, -6.018638610839844, [-11.955249786376953, -0.08202743530273438]), (-10.5095796585083, -5.25478982925415, [-9.330570220947266, -1.1790094375610352]), (-10.019790649414062, -5.009895324707031, [-9.91535758972168, -0.10443305969238281])]",124697433,roberta-base
Kumquat is a,fruit.,kumquat,fruit,38,"[(-9.80155897140503, -4.900779485702515, [-7.348547458648682, -2.4530115127563477]), (-8.984532833099365, -4.492266416549683, [-6.6645941734313965, -2.3199386596679688]), (-9.335651397705078, -4.667825698852539, [-8.249835968017578, -1.0858154296875]), (-8.605515956878662, -4.302757978439331, [-7.638266086578369, -0.967249870300293]), (-8.701617240905762, -4.350808620452881, [-6.585704803466797, -2.115912437438965])]",124697433,roberta-base
Raisin is a,fruit.,raisin,fruit,39,"[(-9.436874389648438, -4.718437194824219, [-8.543460845947266, -0.8934135437011719]), (-9.921562194824219, -4.960781097412109, [-9.333158493041992, -0.5884037017822266]), (-12.002992630004883, -6.001496315002441, [-10.903717041015625, -1.0992755889892578]), (-12.657469749450684, -6.328734874725342, [-10.319250106811523, -2.33821964263916]), (-10.579415321350098, -5.289707660675049, [-8.776561737060547, -1.8028535842895508])]",124697433,roberta-base
Muskmelon is a,fruit.,muskmelon,fruit,40,"[(-9.865543365478516, -4.932771682739258, [-6.795601844787598, -3.069941520690918]), (-11.713752746582031, -5.856876373291016, [-9.390531539916992, -2.323221206665039]), (-15.668131828308105, -7.834065914154053, [-7.594858169555664, -8.073273658752441]), (-10.353923797607422, -5.176961898803711, [-8.596735000610352, -1.7571887969970703]), (-11.606064796447754, -5.803032398223877, [-9.27003288269043, -2.336031913757324])]",124697433,roberta-base
Persimmon is a,fruit.,persimmon,fruit,41,"[(-8.350714683532715, -4.175357341766357, [-8.002131462097168, -0.3485832214355469]), (-8.869767189025879, -4.4348835945129395, [-6.354057312011719, -2.51570987701416]), (-6.7491865158081055, -3.3745932579040527, [-5.742648124694824, -1.0065383911132812]), (-8.282785892486572, -4.141392946243286, [-7.438615322113037, -0.8441705703735352]), (-6.599922180175781, -3.2999610900878906, [-6.0419416427612305, -0.5579805374145508])]",124697433,roberta-base
Pawpaw is a,fruit.,pawpaw,fruit,42,"[(-12.171385765075684, -6.085692882537842, [-8.80525016784668, -3.366135597229004]), (-9.713719367980957, -4.8568596839904785, [-8.905365943908691, -0.8083534240722656]), (-10.638691902160645, -5.319345951080322, [-9.02597427368164, -1.612717628479004]), (-10.130230903625488, -5.065115451812744, [-9.035466194152832, -1.0947647094726562]), (-8.985260963439941, -4.492630481719971, [-7.523663520812988, -1.4615974426269531])]",124697433,roberta-base
Coconut is a,fruit.,coconut,fruit,43,"[(-6.307878494262695, -3.1539392471313477, [-4.389705657958984, -1.918172836303711]), (-6.056882858276367, -3.0284414291381836, [-3.7387990951538086, -2.3180837631225586]), (-3.8030357360839844, -1.9015178680419922, [-3.160125732421875, -0.6429100036621094]), (-3.825474739074707, -1.9127373695373535, [-2.6717729568481445, -1.1537017822265625]), (-8.506335258483887, -4.253167629241943, [-5.617283821105957, -2.8890514373779297])]",124697433,roberta-base
Avocado is a,fruit.,avocado,fruit,44,"[(-4.931876182556152, -2.465938091278076, [-4.753081321716309, -0.17879486083984375]), (-3.408806800842285, -1.7044034004211426, [-3.133744239807129, -0.27506256103515625]), (-3.4806737899780273, -1.7403368949890137, [-3.163886070251465, -0.3167877197265625]), (-3.6651315689086914, -1.8325657844543457, [-2.515833854675293, -1.1492977142333984]), (-7.396777153015137, -3.6983885765075684, [-4.711339950561523, -2.6854372024536133])]",124697433,roberta-base
Pumpkin is a,fruit.,pumpkin,fruit,45,"[(-8.78902816772461, -4.394514083862305, [-8.31521224975586, -0.47381591796875]), (-7.307616233825684, -3.653808116912842, [-6.905707359313965, -0.40190887451171875]), (-6.328530311584473, -3.1642651557922363, [-6.142468452453613, -0.18606185913085938]), (-7.867609977722168, -3.933804988861084, [-7.34909725189209, -0.5185127258300781]), (-6.985347747802734, -3.492673873901367, [-6.084259033203125, -0.9010887145996094])]",124697433,roberta-base
Tomato is a,fruit.,tomato,fruit,46,"[(-10.476236343383789, -5.2381181716918945, [-7.483996391296387, -2.9922399520874023]), (-8.312371730804443, -4.156185865402222, [-7.27173376083374, -1.0406379699707031]), (-9.970758438110352, -4.985379219055176, [-9.002931594848633, -0.9678268432617188]), (-8.812514305114746, -4.406257152557373, [-8.254851341247559, -0.5576629638671875]), (-8.907175064086914, -4.453587532043457, [-8.269508361816406, -0.6376667022705078])]",124697433,roberta-base
Nut is a,fruit.,nut,fruit,47,"[(-5.427608489990234, -2.713804244995117, [-5.230007171630859, -0.197601318359375]), (-5.350469589233398, -2.675234794616699, [-4.469607353210449, -0.8808622360229492]), (-2.0947084426879883, -1.0473542213439941, [-1.513777732849121, -0.5809307098388672]), (-4.343656539916992, -2.171828269958496, [-4.089818954467773, -0.25383758544921875]), (-4.280464172363281, -2.1402320861816406, [-4.112880706787109, -0.16758346557617188])]",124697433,roberta-base
Gourd is a,fruit.,gourd,fruit,48,"[(-9.709585189819336, -4.854792594909668, [-8.746171951293945, -0.9634132385253906]), (-5.855238914489746, -2.927619457244873, [-5.746647834777832, -0.10859107971191406]), (-8.290050983428955, -4.1450254917144775, [-7.993576526641846, -0.2964744567871094]), (-10.502195358276367, -5.251097679138184, [-9.82579231262207, -0.6764030456542969]), (-9.336570739746094, -4.668285369873047, [-9.178365707397461, -0.1582050323486328])]",124697433,roberta-base
Olive is a,fruit.,olive,fruit,49,"[(-8.148295402526855, -4.074147701263428, [-6.740361213684082, -1.4079341888427734]), (-6.8470964431762695, -3.4235482215881348, [-5.958313941955566, -0.8887825012207031]), (-8.013832092285156, -4.006916046142578, [-7.144667625427246, -0.8691644668579102]), (-7.978579521179199, -3.9892897605895996, [-7.52030086517334, -0.4582786560058594]), (-6.561046600341797, -3.2805233001708984, [-6.277675628662109, -0.2833709716796875])]",124697433,roberta-base
Pickle is a,fruit.,pickle,fruit,50,"[(-6.330986976623535, -3.1654934883117676, [-6.159483909606934, -0.17150306701660156]), (-8.362573623657227, -4.181286811828613, [-8.09518814086914, -0.26738548278808594]), (-6.777081489562988, -3.388540744781494, [-6.29250431060791, -0.4845771789550781]), (-7.620718002319336, -3.810359001159668, [-7.290676116943359, -0.33004188537597656]), (-6.6465654373168945, -3.3232827186584473, [-5.560096740722656, -1.0864686965942383])]",124697433,roberta-base
Squash is a,fruit.,squash,fruit,51,"[(-9.177777290344238, -4.588888645172119, [-8.484782218933105, -0.6929950714111328]), (-7.862098693847656, -3.931049346923828, [-6.942073822021484, -0.9200248718261719]), (-7.487797737121582, -3.743898868560791, [-7.323546409606934, -0.16425132751464844]), (-7.116246223449707, -3.5581231117248535, [-6.69992733001709, -0.4163188934326172]), (-7.205589294433594, -3.602794647216797, [-6.594200134277344, -0.61138916015625])]",124697433,roberta-base
A pant is a,clothing.,pant,clothing,1,"[(-13.96475887298584, -6.98237943649292, [-8.95789909362793, -5.00685977935791]), (-12.348608016967773, -6.174304008483887, [-9.8699312210083, -2.4786767959594727]), (-12.260403633117676, -6.130201816558838, [-9.149259567260742, -3.1111440658569336]), (-12.263750076293945, -6.131875038146973, [-11.83840560913086, -0.42534446716308594]), (-10.790911674499512, -5.395455837249756, [-8.469382286071777, -2.3215293884277344])]",124697433,roberta-base
A shirt is a,clothing.,shirt,clothing,2,"[(-9.335029602050781, -4.667514801025391, [-9.125459671020508, -0.20956993103027344]), (-10.396064758300781, -5.198032379150391, [-7.8108367919921875, -2.5852279663085938]), (-9.615193367004395, -4.807596683502197, [-8.729214668273926, -0.8859786987304688]), (-8.34931468963623, -4.174657344818115, [-8.149947166442871, -0.19936752319335938]), (-9.844908714294434, -4.922454357147217, [-9.695252418518066, -0.1496562957763672])]",124697433,roberta-base
A dress is a,clothing.,dress,clothing,3,"[(-10.289498329162598, -5.144749164581299, [-9.728650093078613, -0.5608482360839844]), (-15.095941543579102, -7.547970771789551, [-9.377853393554688, -5.718088150024414]), (-10.816287994384766, -5.408143997192383, [-9.165206909179688, -1.6510810852050781]), (-9.882225036621094, -4.941112518310547, [-9.335271835327148, -0.5469532012939453]), (-11.970779418945312, -5.985389709472656, [-9.354759216308594, -2.6160202026367188])]",124697433,roberta-base
A skirt is a,clothing.,skirt,clothing,4,"[(-12.86234188079834, -6.43117094039917, [-10.10861587524414, -2.753726005554199]), (-13.46546459197998, -6.73273229598999, [-9.506921768188477, -3.958542823791504]), (-14.472673416137695, -7.236336708068848, [-10.997633934020996, -3.475039482116699]), (-12.166975975036621, -6.0834879875183105, [-9.617616653442383, -2.5493593215942383]), (-11.197968482971191, -5.598984241485596, [-9.146284103393555, -2.0516843795776367])]",124697433,roberta-base
A blouse is a,clothing.,blouse,clothing,5,"[(-9.423589706420898, -4.711794853210449, [-8.995569229125977, -0.4280204772949219]), (-10.972927570343018, -5.486463785171509, [-7.253544330596924, -3.7193832397460938]), (-11.849331855773926, -5.924665927886963, [-9.076765060424805, -2.772566795349121]), (-12.397626876831055, -6.198813438415527, [-8.113179206848145, -4.28444766998291]), (-13.861102104187012, -6.930551052093506, [-8.772275924682617, -5.0888261795043945])]",124697433,roberta-base
A suit is a,clothing.,suit,clothing,6,"[(-13.292152404785156, -6.646076202392578, [-9.46474552154541, -3.827406883239746]), (-10.953218460083008, -5.476609230041504, [-9.835119247436523, -1.1180992126464844]), (-10.254291534423828, -5.127145767211914, [-9.927108764648438, -0.3271827697753906]), (-10.95598030090332, -5.47799015045166, [-9.34328842163086, -1.612691879272461]), (-9.127462387084961, -4.5637311935424805, [-8.34353256225586, -0.7839298248291016])]",124697433,roberta-base
A slack is a,clothing.,slack,clothing,7,"[(-15.229717254638672, -7.614858627319336, [-13.92280101776123, -1.3069162368774414]), (-17.03686809539795, -8.518434047698975, [-11.567708969116211, -5.469159126281738]), (-16.66047954559326, -8.33023977279663, [-14.439006805419922, -2.22147274017334]), (-15.772127151489258, -7.886063575744629, [-15.14078140258789, -0.6313457489013672]), (-12.443778991699219, -6.221889495849609, [-10.284553527832031, -2.1592254638671875])]",124697433,roberta-base
A jacket is a,clothing.,jacket,clothing,8,"[(-8.762590408325195, -4.381295204162598, [-8.000185012817383, -0.7624053955078125]), (-12.092037200927734, -6.046018600463867, [-10.137487411499023, -1.954549789428711]), (-12.437834739685059, -6.218917369842529, [-8.926580429077148, -3.51125431060791]), (-11.664267539978027, -5.832133769989014, [-9.77319622039795, -1.8910713195800781]), (-11.592549324035645, -5.796274662017822, [-10.529627799987793, -1.0629215240478516])]",124697433,roberta-base
A coat is a,clothing.,coat,clothing,9,"[(-12.40558910369873, -6.202794551849365, [-8.976543426513672, -3.4290456771850586]), (-11.774646759033203, -5.887323379516602, [-9.173474311828613, -2.60117244720459]), (-9.189220428466797, -4.594610214233398, [-8.741119384765625, -0.4481010437011719]), (-10.458904266357422, -5.229452133178711, [-9.80607795715332, -0.6528263092041016]), (-9.75355052947998, -4.87677526473999, [-9.048165321350098, -0.7053852081298828])]",124697433,roberta-base
A sweater is a,clothing.,sweater,clothing,10,"[(-13.890503883361816, -6.945251941680908, [-8.854962348937988, -5.035541534423828]), (-13.721755027770996, -6.860877513885498, [-10.218836784362793, -3.502918243408203]), (-11.767085075378418, -5.883542537689209, [-9.468134880065918, -2.2989501953125]), (-11.092814445495605, -5.546407222747803, [-9.292827606201172, -1.7999868392944336]), (-10.37887954711914, -5.18943977355957, [-9.767416000366211, -0.6114635467529297])]",124697433,roberta-base
A sweatshirt is a,clothing.,sweatshirt,clothing,11,"[(-11.436552047729492, -5.718276023864746, [-9.517801284790039, -1.9187507629394531]), (-16.293193817138672, -8.146596908569336, [-9.315496444702148, -6.977697372436523]), (-10.653711318969727, -5.326855659484863, [-10.469247817993164, -0.1844635009765625]), (-14.24133586883545, -7.120667934417725, [-8.614326477050781, -5.627009391784668]), (-13.695525169372559, -6.847762584686279, [-8.57083511352539, -5.124690055847168])]",124697433,roberta-base
An underpant is a,clothing.,underpant,clothing,12,"[(-12.616873741149902, -6.308436870574951, [-10.779773712158203, -1.8371000289916992]), (-17.930838584899902, -8.965419292449951, [-15.903050422668457, -2.0277881622314453]), (-13.386344909667969, -6.693172454833984, [-10.801244735717773, -2.5851001739501953]), (-13.176000595092773, -6.588000297546387, [-11.786701202392578, -1.3892993927001953]), (-15.501786231994629, -7.7508931159973145, [-10.774053573608398, -4.7277326583862305])]",124697433,roberta-base
A sports jacket is a,clothing.,sports jacket,clothing,13,"[(-16.763745307922363, -8.381872653961182, [-8.406742095947266, -8.357003211975098]), (-14.932985305786133, -7.466492652893066, [-8.50607681274414, -6.426908493041992]), (-12.339790344238281, -6.169895172119141, [-7.990082740783691, -4.34970760345459]), (-14.43625545501709, -7.218127727508545, [-9.400583267211914, -5.035672187805176]), (-13.421708106994629, -6.7108540534973145, [-9.017434120178223, -4.404273986816406])]",124697433,roberta-base
A jumper is a,clothing.,jumper,clothing,14,"[(-15.328615188598633, -7.664307594299316, [-10.175329208374023, -5.153285980224609]), (-17.403542518615723, -8.701771259307861, [-13.121045112609863, -4.282497406005859]), (-12.512491226196289, -6.2562456130981445, [-11.210601806640625, -1.301889419555664]), (-12.465407371520996, -6.232703685760498, [-9.969195365905762, -2.4962120056152344]), (-12.892679214477539, -6.4463396072387695, [-11.087326049804688, -1.8053531646728516])]",124697433,roberta-base
A panty is a,clothing.,panty,clothing,15,"[(-11.069477081298828, -5.534738540649414, [-9.193949699401855, -1.8755273818969727]), (-10.454133033752441, -5.227066516876221, [-9.11853313446045, -1.3355998992919922]), (-13.170811653137207, -6.5854058265686035, [-9.542579650878906, -3.628232002258301]), (-12.347418785095215, -6.173709392547607, [-10.059160232543945, -2.2882585525512695]), (-10.98817253112793, -5.494086265563965, [-9.166402816772461, -1.8217697143554688])]",124697433,roberta-base
A sock is a,clothing.,sock,clothing,16,"[(-14.291559219360352, -7.145779609680176, [-12.856433868408203, -1.4351253509521484]), (-11.848272323608398, -5.924136161804199, [-10.615581512451172, -1.2326908111572266]), (-17.579870223999023, -8.789935111999512, [-11.512773513793945, -6.067096710205078]), (-15.26846981048584, -7.63423490524292, [-12.204041481018066, -3.0644283294677734]), (-14.662004470825195, -7.331002235412598, [-12.108187675476074, -2.553816795349121])]",124697433,roberta-base
A parka is a,clothing.,parka,clothing,17,"[(-16.487338066101074, -8.243669033050537, [-11.047342300415039, -5.439995765686035]), (-18.93747615814209, -9.468738079071045, [-12.330930709838867, -6.606545448303223]), (-17.294330596923828, -8.647165298461914, [-12.56977367401123, -4.724556922912598]), (-17.42802619934082, -8.71401309967041, [-11.531224250793457, -5.896801948547363]), (-18.22750949859619, -9.113754749298096, [-11.58477783203125, -6.642731666564941])]",124697433,roberta-base
A pajama is a,clothing.,pajama,clothing,18,"[(-17.422396659851074, -8.711198329925537, [-10.738812446594238, -6.683584213256836]), (-16.643046379089355, -8.321523189544678, [-10.26793384552002, -6.375112533569336]), (-16.014293670654297, -8.007146835327148, [-10.625849723815918, -5.388443946838379]), (-19.095035552978516, -9.547517776489258, [-10.967578887939453, -8.127456665039062]), (-15.902030944824219, -7.951015472412109, [-11.919822692871094, -3.982208251953125])]",124697433,roberta-base
An undershirt is a,clothing.,undershirt,clothing,19,"[(-13.041937828063965, -6.520968914031982, [-9.13306999206543, -3.908867835998535]), (-13.981472969055176, -6.990736484527588, [-8.58838176727295, -5.393091201782227]), (-12.324525833129883, -6.162262916564941, [-10.613847732543945, -1.7106781005859375]), (-12.312215805053711, -6.1561079025268555, [-9.14329719543457, -3.1689186096191406]), (-13.368017196655273, -6.684008598327637, [-9.09411334991455, -4.273903846740723])]",124697433,roberta-base
An overcoat is a,clothing.,overcoat,clothing,20,"[(-17.591259956359863, -8.795629978179932, [-11.407081604003906, -6.184178352355957]), (-8.643057823181152, -4.321528911590576, [-8.588088035583496, -0.05496978759765625]), (-11.488480567932129, -5.7442402839660645, [-9.56135368347168, -1.9271268844604492]), (-13.975707054138184, -6.987853527069092, [-9.780078887939453, -4.1956281661987305]), (-9.510092735290527, -4.755046367645264, [-8.072077751159668, -1.4380149841308594])]",124697433,roberta-base
A nightgown is a,clothing.,nightgown,clothing,21,"[(-18.5869083404541, -9.29345417022705, [-9.39825439453125, -9.188653945922852]), (-11.921757698059082, -5.960878849029541, [-9.812837600708008, -2.108920097351074]), (-13.377452850341797, -6.688726425170898, [-8.265195846557617, -5.11225700378418]), (-13.240250587463379, -6.6201252937316895, [-9.99864387512207, -3.2416067123413086]), (-12.964932441711426, -6.482466220855713, [-7.622387886047363, -5.3425445556640625])]",124697433,roberta-base
A raincoat is a,clothing.,raincoat,clothing,22,"[(-11.745079040527344, -5.872539520263672, [-9.121175765991211, -2.623903274536133]), (-15.415063858032227, -7.707531929016113, [-9.157869338989258, -6.257194519042969]), (-13.191969871520996, -6.595984935760498, [-9.126411437988281, -4.065558433532715]), (-11.981332778930664, -5.990666389465332, [-9.550888061523438, -2.4304447174072266]), (-18.551398277282715, -9.275699138641357, [-10.81240463256836, -7.7389936447143555])]",124697433,roberta-base
A bathing suit is a,clothing.,bathing suit,clothing,23,"[(-15.59842300415039, -7.799211502075195, [-8.752622604370117, -6.845800399780273]), (-14.318388938903809, -7.159194469451904, [-11.677207946777344, -2.641180992126465]), (-16.121249198913574, -8.060624599456787, [-8.198726654052734, -7.92252254486084]), (-17.895336151123047, -8.947668075561523, [-10.670537948608398, -7.224798202514648]), (-9.751310348510742, -4.875655174255371, [-9.060140609741211, -0.6911697387695312])]",124697433,roberta-base
A bathrobe is a,clothing.,bathrobe,clothing,24,"[(-13.056577682495117, -6.528288841247559, [-7.9196014404296875, -5.13697624206543]), (-12.775129318237305, -6.387564659118652, [-10.811920166015625, -1.9632091522216797]), (-10.441093444824219, -5.220546722412109, [-9.670557022094727, -0.7705364227294922]), (-9.886009216308594, -4.943004608154297, [-9.456443786621094, -0.4295654296875]), (-9.725552558898926, -4.862776279449463, [-8.708395957946777, -1.0171566009521484])]",124697433,roberta-base
A slip is a,clothing.,slip,clothing,25,"[(-16.7835750579834, -8.3917875289917, [-14.334174156188965, -2.4494009017944336]), (-18.225536346435547, -9.112768173217773, [-16.69051742553711, -1.5350189208984375]), (-19.903939247131348, -9.951969623565674, [-16.613386154174805, -3.290553092956543]), (-18.700803756713867, -9.350401878356934, [-15.512382507324219, -3.1884212493896484]), (-20.510482788085938, -10.255241394042969, [-16.176908493041992, -4.333574295043945])]",124697433,roberta-base
A bra is a,clothing.,bra,clothing,26,"[(-13.826623916625977, -6.913311958312988, [-9.306349754333496, -4.5202741622924805]), (-12.9063720703125, -6.45318603515625, [-10.011360168457031, -2.8950119018554688]), (-12.761213302612305, -6.380606651306152, [-11.261030197143555, -1.50018310546875]), (-15.093079566955566, -7.546539783477783, [-10.144787788391113, -4.948291778564453]), (-15.176974296569824, -7.588487148284912, [-10.040298461914062, -5.136675834655762])]",124697433,roberta-base
A shoe is a,clothing.,shoe,clothing,27,"[(-13.33925724029541, -6.669628620147705, [-10.87453556060791, -2.4647216796875]), (-11.618486404418945, -5.809243202209473, [-11.28594970703125, -0.3325366973876953]), (-10.028837203979492, -5.014418601989746, [-9.60295295715332, -0.4258842468261719]), (-14.53012752532959, -7.265063762664795, [-12.18779182434082, -2.3423357009887695]), (-13.526366233825684, -6.763183116912842, [-9.242359161376953, -4.2840070724487305])]",124697433,roberta-base
A tuxedo is a,clothing.,tuxedo,clothing,28,"[(-13.88698959350586, -6.94349479675293, [-10.443193435668945, -3.443796157836914]), (-15.340868949890137, -7.670434474945068, [-11.554977416992188, -3.785891532897949]), (-13.68294620513916, -6.84147310256958, [-10.531506538391113, -3.151439666748047]), (-15.561381340026855, -7.780690670013428, [-10.662935256958008, -4.898446083068848]), (-12.677186965942383, -6.338593482971191, [-11.43035888671875, -1.2468280792236328])]",124697433,roberta-base
A stocking is a,clothing.,stocking,clothing,29,"[(-11.041379928588867, -5.520689964294434, [-10.481048583984375, -0.5603313446044922]), (-13.010279655456543, -6.5051398277282715, [-11.516629219055176, -1.4936504364013672]), (-15.568770408630371, -7.7843852043151855, [-12.205120086669922, -3.363650321960449]), (-12.158140182495117, -6.079070091247559, [-11.362724304199219, -0.7954158782958984]), (-11.535268783569336, -5.767634391784668, [-10.368846893310547, -1.166421890258789])]",124697433,roberta-base
A vest is a,clothing.,vest,clothing,30,"[(-8.948881149291992, -4.474440574645996, [-8.573129653930664, -0.3757514953613281]), (-11.136444091796875, -5.5682220458984375, [-10.803054809570312, -0.3333892822265625]), (-11.498893737792969, -5.749446868896484, [-10.331878662109375, -1.1670150756835938]), (-10.21246337890625, -5.106231689453125, [-9.750450134277344, -0.46201324462890625]), (-10.265217781066895, -5.132608890533447, [-8.038711547851562, -2.226506233215332])]",124697433,roberta-base
A nylon is a,clothing.,nylon,clothing,31,"[(-11.629581451416016, -5.814790725708008, [-9.448501586914062, -2.181079864501953]), (-15.168862342834473, -7.584431171417236, [-9.877988815307617, -5.2908735275268555]), (-11.372604370117188, -5.686302185058594, [-9.622440338134766, -1.7501640319824219]), (-13.82763957977295, -6.913819789886475, [-9.139577865600586, -4.688061714172363]), (-8.794964790344238, -4.397482395172119, [-8.426041603088379, -0.3689231872558594])]",124697433,roberta-base
A cape is a,clothing.,cape,clothing,32,"[(-16.70467185974121, -8.352335929870605, [-11.547569274902344, -5.157102584838867]), (-15.108244895935059, -7.554122447967529, [-10.178487777709961, -4.929757118225098]), (-14.630029678344727, -7.315014839172363, [-13.111740112304688, -1.518289566040039]), (-15.721848487854004, -7.860924243927002, [-10.991403579711914, -4.73044490814209]), (-14.930207252502441, -7.465103626251221, [-10.245232582092285, -4.684974670410156])]",124697433,roberta-base
A boot is a,clothing.,boot,clothing,33,"[(-17.02184009552002, -8.51092004776001, [-10.851428985595703, -6.170411109924316]), (-17.15413761138916, -8.57706880569458, [-11.343708038330078, -5.810429573059082]), (-13.835155487060547, -6.917577743530273, [-11.826606750488281, -2.0085487365722656]), (-16.371193885803223, -8.185596942901611, [-12.212638854980469, -4.158555030822754]), (-16.860146522521973, -8.430073261260986, [-13.148836135864258, -3.711310386657715])]",124697433,roberta-base
A sandal is a,clothing.,sandal,clothing,34,"[(-16.01551914215088, -8.00775957107544, [-11.300580978393555, -4.714938163757324]), (-18.696724891662598, -9.348362445831299, [-11.606155395507812, -7.090569496154785]), (-18.436827659606934, -9.218413829803467, [-10.875938415527344, -7.56088924407959]), (-15.759297370910645, -7.879648685455322, [-10.24515438079834, -5.514142990112305]), (-16.176444053649902, -8.088222026824951, [-10.904206275939941, -5.272237777709961])]",124697433,roberta-base
