preamble,stimulus,item,category,rank,"score (sum, mean, [list)",params,model
Cantaloupe is a,fruit.,cantaloupe,fruit,24,"[(-10.949806213378906, -5.474903106689453, [-6.884159088134766, -4.065647125244141]), (-10.715293884277344, -5.357646942138672, [-7.118625640869141, -3.596668243408203]), (-10.1790771484375, -5.08953857421875, [-6.1578826904296875, -4.0211944580078125]), (-9.59939193725586, -4.79969596862793, [-5.425075531005859, -4.17431640625]), (-10.171184539794922, -5.085592269897461, [-6.178264617919922, -3.992919921875])]",81912576,distilgpt2
Lime is a,fruit.,lime,fruit,25,"[(-13.456890106201172, -6.728445053100586, [-9.555374145507812, -3.9015159606933594]), (-12.611358642578125, -6.3056793212890625, [-9.431594848632812, -3.1797637939453125]), (-14.130805969238281, -7.065402984619141, [-9.534969329833984, -4.595836639404297]), (-14.608932495117188, -7.304466247558594, [-10.1241455078125, -4.4847869873046875]), (-12.515968322753906, -6.257984161376953, [-9.111297607421875, -3.4046707153320312])]",81912576,distilgpt2
Tangelo is a,fruit.,tangelo,fruit,26,"[(-16.686187744140625, -8.343093872070312, [-11.174217224121094, -5.511970520019531]), (-14.068145751953125, -7.0340728759765625, [-10.237205505371094, -3.8309402465820312]), (-14.386341094970703, -7.193170547485352, [-10.456867218017578, -3.929473876953125]), (-15.569969177246094, -7.784984588623047, [-10.0565185546875, -5.513450622558594]), (-14.7275390625, -7.36376953125, [-10.113136291503906, -4.614402770996094])]",81912576,distilgpt2
Papaya is a,fruit.,papaya,fruit,27,"[(-9.929683685302734, -4.964841842651367, [-5.820606231689453, -4.109077453613281]), (-11.90737533569336, -5.95368766784668, [-6.131195068359375, -5.776180267333984]), (-12.918338775634766, -6.459169387817383, [-7.932777404785156, -4.985561370849609]), (-11.327339172363281, -5.663669586181641, [-6.203208923339844, -5.1241302490234375]), (-10.902606964111328, -5.451303482055664, [-6.823459625244141, -4.0791473388671875])]",81912576,distilgpt2
Honeydew is a,fruit.,honeydew,fruit,28,"[(-13.413902282714844, -6.706951141357422, [-9.114288330078125, -4.299613952636719]), (-14.284904479980469, -7.142452239990234, [-9.734115600585938, -4.550788879394531]), (-14.356685638427734, -7.178342819213867, [-8.816787719726562, -5.539897918701172]), (-15.1837158203125, -7.59185791015625, [-9.750934600830078, -5.432781219482422]), (-11.768451690673828, -5.884225845336914, [-7.711769104003906, -4.056682586669922])]",81912576,distilgpt2
Fig is a,fruit.,fig,fruit,29,"[(-14.278129577636719, -7.139064788818359, [-9.472049713134766, -4.806079864501953]), (-12.96445083618164, -6.48222541809082, [-9.370399475097656, -3.5940513610839844]), (-13.002120971679688, -6.501060485839844, [-9.388420104980469, -3.6137008666992188]), (-12.491390228271484, -6.245695114135742, [-9.860652923583984, -2.6307373046875]), (-13.423542022705078, -6.711771011352539, [-8.974853515625, -4.448688507080078])]",81912576,distilgpt2
Mango is a,fruit.,mango,fruit,30,"[(-13.699161529541016, -6.849580764770508, [-9.449771881103516, -4.2493896484375]), (-12.70517349243164, -6.35258674621582, [-7.855751037597656, -4.849422454833984]), (-15.358695983886719, -7.679347991943359, [-9.681888580322266, -5.676807403564453]), (-13.37343978881836, -6.68671989440918, [-9.205955505371094, -4.167484283447266]), (-15.015426635742188, -7.507713317871094, [-9.233146667480469, -5.782279968261719])]",81912576,distilgpt2
Guava is a,fruit.,guava,fruit,31,"[(-12.898067474365234, -6.449033737182617, [-7.859523773193359, -5.038543701171875]), (-12.025760650634766, -6.012880325317383, [-7.816642761230469, -4.209117889404297]), (-12.743194580078125, -6.3715972900390625, [-7.753173828125, -4.990020751953125]), (-13.841022491455078, -6.920511245727539, [-8.325149536132812, -5.515872955322266]), (-11.375442504882812, -5.687721252441406, [-6.912841796875, -4.4626007080078125])]",81912576,distilgpt2
Pomegranate is a,fruit.,pomegranate,fruit,32,"[(-11.182785034179688, -5.591392517089844, [-7.113216400146484, -4.069568634033203]), (-10.264312744140625, -5.1321563720703125, [-5.462165832519531, -4.802146911621094]), (-9.780902862548828, -4.890451431274414, [-5.583667755126953, -4.197235107421875]), (-12.108768463134766, -6.054384231567383, [-6.723297119140625, -5.385471343994141]), (-10.947147369384766, -5.473573684692383, [-6.428382873535156, -4.518764495849609])]",81912576,distilgpt2
Cranberry is a,fruit.,cranberry,fruit,33,"[(-8.778152465820312, -4.389076232910156, [-5.395744323730469, -3.3824081420898438]), (-9.851398468017578, -4.925699234008789, [-5.460929870605469, -4.390468597412109]), (-10.191120147705078, -5.095560073852539, [-6.150890350341797, -4.040229797363281]), (-10.641410827636719, -5.320705413818359, [-6.5534820556640625, -4.087928771972656]), (-10.337486267089844, -5.168743133544922, [-6.021842956542969, -4.315643310546875])]",81912576,distilgpt2
Passion fruit is a,fruit.,passion fruit,fruit,34,"[(-7.93524169921875, -3.967620849609375, [-3.3943214416503906, -4.540920257568359]), (-9.150463104248047, -4.575231552124023, [-4.0623321533203125, -5.088130950927734]), (-10.527999877929688, -5.263999938964844, [-4.565620422363281, -5.962379455566406]), (-9.423648834228516, -4.711824417114258, [-3.795124053955078, -5.6285247802734375]), (-9.033103942871094, -4.516551971435547, [-5.061637878417969, -3.971466064453125])]",81912576,distilgpt2
Prune is a,fruit.,prune,fruit,35,"[(-13.59543228149414, -6.79771614074707, [-9.357940673828125, -4.237491607666016]), (-12.842445373535156, -6.421222686767578, [-9.504081726074219, -3.3383636474609375]), (-14.350578308105469, -7.175289154052734, [-9.13543701171875, -5.215141296386719]), (-13.668476104736328, -6.834238052368164, [-9.500213623046875, -4.168262481689453]), (-14.183097839355469, -7.091548919677734, [-9.69338607788086, -4.489711761474609])]",81912576,distilgpt2
Gooseberry is a,fruit.,gooseberry,fruit,36,"[(-10.029312133789062, -5.014656066894531, [-5.8821563720703125, -4.14715576171875]), (-11.48736572265625, -5.743682861328125, [-5.968532562255859, -5.518833160400391]), (-9.277542114257812, -4.638771057128906, [-5.549930572509766, -3.727611541748047]), (-8.998870849609375, -4.4994354248046875, [-4.709571838378906, -4.289299011230469]), (-12.256359100341797, -6.128179550170898, [-6.64501953125, -5.611339569091797])]",81912576,distilgpt2
Date is a,fruit.,date,fruit,37,"[(-13.45556640625, -6.727783203125, [-9.791694641113281, -3.6638717651367188]), (-13.242366790771484, -6.621183395385742, [-9.31064224243164, -3.9317245483398438]), (-14.260231018066406, -7.130115509033203, [-9.569934844970703, -4.690296173095703]), (-14.5172119140625, -7.25860595703125, [-9.819522857666016, -4.697689056396484]), (-13.602561950683594, -6.801280975341797, [-9.296554565429688, -4.306007385253906])]",81912576,distilgpt2
Kumquat is a,fruit.,kumquat,fruit,38,"[(-12.916500091552734, -6.458250045776367, [-9.0167236328125, -3.8997764587402344]), (-12.485076904296875, -6.2425384521484375, [-8.268165588378906, -4.216911315917969]), (-13.139579772949219, -6.569789886474609, [-8.859325408935547, -4.280254364013672]), (-12.69577407836914, -6.34788703918457, [-8.579811096191406, -4.115962982177734]), (-13.471359252929688, -6.735679626464844, [-9.388683319091797, -4.082675933837891])]",81912576,distilgpt2
Raisin is a,fruit.,raisin,fruit,39,"[(-13.151729583740234, -6.575864791870117, [-9.26531982421875, -3.8864097595214844]), (-14.771411895751953, -7.385705947875977, [-9.269012451171875, -5.502399444580078]), (-15.264949798583984, -7.632474899291992, [-10.052803039550781, -5.212146759033203]), (-14.215866088867188, -7.107933044433594, [-9.183177947998047, -5.032688140869141]), (-14.06478500366211, -7.032392501831055, [-9.676170349121094, -4.388614654541016])]",81912576,distilgpt2
Muskmelon is a,fruit.,muskmelon,fruit,40,"[(-13.146293640136719, -6.573146820068359, [-7.949054718017578, -5.197238922119141]), (-14.063987731933594, -7.031993865966797, [-9.28485107421875, -4.779136657714844]), (-12.939983367919922, -6.469991683959961, [-8.293292999267578, -4.646690368652344]), (-11.974628448486328, -5.987314224243164, [-7.744140625, -4.230487823486328]), (-13.300052642822266, -6.650026321411133, [-8.216232299804688, -5.083820343017578])]",81912576,distilgpt2
Persimmon is a,fruit.,persimmon,fruit,41,"[(-14.169719696044922, -7.084859848022461, [-8.871467590332031, -5.298252105712891]), (-13.277809143066406, -6.638904571533203, [-8.564929962158203, -4.712879180908203]), (-11.523338317871094, -5.761669158935547, [-7.684806823730469, -3.838531494140625]), (-11.63995361328125, -5.819976806640625, [-7.867176055908203, -3.772777557373047]), (-12.524124145507812, -6.262062072753906, [-8.58572769165039, -3.938396453857422])]",81912576,distilgpt2
Pawpaw is a,fruit.,pawpaw,fruit,42,"[(-12.55069351196289, -6.275346755981445, [-8.635875701904297, -3.9148178100585938]), (-13.095531463623047, -6.547765731811523, [-8.779369354248047, -4.316162109375]), (-13.685443878173828, -6.842721939086914, [-8.480644226074219, -5.204799652099609]), (-13.45688247680664, -6.72844123840332, [-8.233150482177734, -5.223731994628906]), (-12.794052124023438, -6.397026062011719, [-8.939708709716797, -3.8543434143066406])]",81912576,distilgpt2
Coconut is a,fruit.,coconut,fruit,43,"[(-9.433021545410156, -4.716510772705078, [-6.426486968994141, -3.0065345764160156]), (-9.68050765991211, -4.840253829956055, [-5.924114227294922, -3.7563934326171875]), (-9.307533264160156, -4.653766632080078, [-4.815238952636719, -4.4922943115234375]), (-9.829059600830078, -4.914529800415039, [-5.784069061279297, -4.044990539550781]), (-8.922149658203125, -4.4610748291015625, [-5.592060089111328, -3.330089569091797])]",81912576,distilgpt2
Avocado is a,fruit.,avocado,fruit,44,"[(-10.46060562133789, -5.230302810668945, [-6.976631164550781, -3.4839744567871094]), (-10.035194396972656, -5.017597198486328, [-5.251129150390625, -4.784065246582031]), (-10.962127685546875, -5.4810638427734375, [-6.871772766113281, -4.090354919433594]), (-11.53973388671875, -5.769866943359375, [-6.399135589599609, -5.140598297119141]), (-11.382049560546875, -5.6910247802734375, [-6.398429870605469, -4.983619689941406])]",81912576,distilgpt2
Pumpkin is a,fruit.,pumpkin,fruit,45,"[(-12.095455169677734, -6.047727584838867, [-8.008323669433594, -4.087131500244141]), (-13.324081420898438, -6.662040710449219, [-8.364944458007812, -4.959136962890625]), (-11.139694213867188, -5.569847106933594, [-8.145957946777344, -2.9937362670898438]), (-12.549732208251953, -6.274866104125977, [-7.6277923583984375, -4.921939849853516]), (-12.540279388427734, -6.270139694213867, [-8.739456176757812, -3.800823211669922])]",81912576,distilgpt2
Tomato is a,fruit.,tomato,fruit,46,"[(-15.019706726074219, -7.509853363037109, [-10.192436218261719, -4.8272705078125]), (-15.754798889160156, -7.877399444580078, [-10.182209014892578, -5.572589874267578]), (-15.847789764404297, -7.923894882202148, [-10.073131561279297, -5.774658203125]), (-14.073265075683594, -7.036632537841797, [-8.482208251953125, -5.591056823730469]), (-15.869678497314453, -7.934839248657227, [-9.846637725830078, -6.023040771484375])]",81912576,distilgpt2
Nut is a,fruit.,nut,fruit,47,"[(-11.643413543701172, -5.821706771850586, [-7.295650482177734, -4.3477630615234375]), (-11.537315368652344, -5.768657684326172, [-6.992786407470703, -4.544528961181641]), (-11.78116226196289, -5.890581130981445, [-7.006824493408203, -4.7743377685546875]), (-10.859935760498047, -5.429967880249023, [-6.755550384521484, -4.1043853759765625]), (-12.090370178222656, -6.045185089111328, [-7.616973876953125, -4.473396301269531])]",81912576,distilgpt2
Gourd is a,fruit.,gourd,fruit,48,"[(-12.553646087646484, -6.276823043823242, [-8.892898559570312, -3.660747528076172]), (-12.165267944335938, -6.082633972167969, [-8.564556121826172, -3.6007118225097656]), (-12.999946594238281, -6.499973297119141, [-8.770217895507812, -4.229728698730469]), (-12.044136047363281, -6.022068023681641, [-8.681903839111328, -3.362232208251953]), (-13.730274200439453, -6.865137100219727, [-9.072551727294922, -4.657722473144531])]",81912576,distilgpt2
Olive is a,fruit.,olive,fruit,49,"[(-15.005924224853516, -7.502962112426758, [-9.540184020996094, -5.465740203857422]), (-12.650653839111328, -6.325326919555664, [-8.50732421875, -4.143329620361328]), (-13.04086685180664, -6.52043342590332, [-8.864765167236328, -4.1761016845703125]), (-14.186691284179688, -7.093345642089844, [-9.48714828491211, -4.699542999267578]), (-12.834339141845703, -6.417169570922852, [-8.180240631103516, -4.6540985107421875])]",81912576,distilgpt2
Pickle is a,fruit.,pickle,fruit,50,"[(-12.434856414794922, -6.217428207397461, [-8.930435180664062, -3.5044212341308594]), (-11.729389190673828, -5.864694595336914, [-8.410991668701172, -3.3183975219726562]), (-14.042892456054688, -7.021446228027344, [-9.051204681396484, -4.991687774658203]), (-11.743034362792969, -5.871517181396484, [-8.424339294433594, -3.318695068359375]), (-12.606311798095703, -6.303155899047852, [-8.766510009765625, -3.839801788330078])]",81912576,distilgpt2
Squash is a,fruit.,squash,fruit,51,"[(-10.892684936523438, -5.446342468261719, [-8.129215240478516, -2.763469696044922]), (-13.740428924560547, -6.870214462280273, [-8.77590560913086, -4.9645233154296875]), (-13.689453125, -6.8447265625, [-9.416072845458984, -4.273380279541016]), (-12.928966522216797, -6.464483261108398, [-8.263076782226562, -4.665889739990234]), (-14.15048599243164, -7.07524299621582, [-8.715030670166016, -5.435455322265625])]",81912576,distilgpt2
A pant is a,clothing.,pant,clothing,1,"[(-15.85214614868164, -7.92607307434082, [-9.3214111328125, -6.530735015869141]), (-14.08199691772461, -7.040998458862305, [-8.43698501586914, -5.645011901855469]), (-13.059131622314453, -6.529565811157227, [-8.06113052368164, -4.9980010986328125]), (-15.793373107910156, -7.896686553955078, [-8.57181167602539, -7.221561431884766]), (-14.526252746582031, -7.263126373291016, [-8.230796813964844, -6.2954559326171875])]",81912576,distilgpt2
A shirt is a,clothing.,shirt,clothing,2,"[(-15.162517547607422, -7.581258773803711, [-8.445030212402344, -6.717487335205078]), (-13.382843017578125, -6.6914215087890625, [-7.415061950683594, -5.967781066894531]), (-13.701290130615234, -6.850645065307617, [-7.337474822998047, -6.3638153076171875]), (-14.119098663330078, -7.059549331665039, [-7.513069152832031, -6.606029510498047]), (-15.369224548339844, -7.684612274169922, [-8.901359558105469, -6.467864990234375])]",81912576,distilgpt2
A dress is a,clothing.,dress,clothing,3,"[(-12.996025085449219, -6.498012542724609, [-7.5320281982421875, -5.463996887207031]), (-12.513423919677734, -6.256711959838867, [-6.887645721435547, -5.6257781982421875]), (-12.185443878173828, -6.092721939086914, [-6.871112823486328, -5.3143310546875]), (-12.48675537109375, -6.243377685546875, [-6.8330841064453125, -5.6536712646484375]), (-12.439212799072266, -6.219606399536133, [-7.0941314697265625, -5.345081329345703])]",81912576,distilgpt2
A skirt is a,clothing.,skirt,clothing,4,"[(-13.73232650756836, -6.86616325378418, [-7.229663848876953, -6.502662658691406]), (-12.667999267578125, -6.3339996337890625, [-7.45758056640625, -5.210418701171875]), (-13.81009292602539, -6.905046463012695, [-7.409423828125, -6.400669097900391]), (-15.018524169921875, -7.5092620849609375, [-7.994606018066406, -7.023918151855469]), (-11.863990783691406, -5.931995391845703, [-8.993019104003906, -2.8709716796875])]",81912576,distilgpt2
A blouse is a,clothing.,blouse,clothing,5,"[(-13.429241180419922, -6.714620590209961, [-6.346599578857422, -7.0826416015625]), (-13.829029083251953, -6.914514541625977, [-7.852882385253906, -5.976146697998047]), (-13.822715759277344, -6.911357879638672, [-7.129268646240234, -6.693447113037109]), (-13.619197845458984, -6.809598922729492, [-8.40481185913086, -5.214385986328125]), (-13.073593139648438, -6.536796569824219, [-6.568351745605469, -6.505241394042969])]",81912576,distilgpt2
A suit is a,clothing.,suit,clothing,6,"[(-19.37399673461914, -9.68699836730957, [-12.45083999633789, -6.92315673828125]), (-17.12453842163086, -8.56226921081543, [-10.844341278076172, -6.2801971435546875]), (-21.288375854492188, -10.644187927246094, [-12.63272476196289, -8.655651092529297]), (-15.677154541015625, -7.8385772705078125, [-8.753684997558594, -6.923469543457031]), (-15.63912582397461, -7.819562911987305, [-8.938602447509766, -6.700523376464844])]",81912576,distilgpt2
A slack is a,clothing.,slack,clothing,7,"[(-17.935649871826172, -8.967824935913086, [-11.870586395263672, -6.0650634765625]), (-16.268230438232422, -8.134115219116211, [-12.116436004638672, -4.15179443359375]), (-17.594406127929688, -8.797203063964844, [-11.424324035644531, -6.170082092285156]), (-16.05438995361328, -8.02719497680664, [-10.557842254638672, -5.496547698974609]), (-16.25652313232422, -8.12826156616211, [-11.602432250976562, -4.654090881347656])]",81912576,distilgpt2
A jacket is a,clothing.,jacket,clothing,8,"[(-12.51715087890625, -6.258575439453125, [-7.305671691894531, -5.211479187011719]), (-14.643577575683594, -7.321788787841797, [-7.6566162109375, -6.986961364746094]), (-12.65975570678711, -6.329877853393555, [-7.809070587158203, -4.850685119628906]), (-14.590461730957031, -7.295230865478516, [-8.167854309082031, -6.422607421875]), (-14.628654479980469, -7.314327239990234, [-8.355926513671875, -6.272727966308594])]",81912576,distilgpt2
A coat is a,clothing.,coat,clothing,9,"[(-12.43471908569336, -6.21735954284668, [-6.948017120361328, -5.486701965332031]), (-12.166175842285156, -6.083087921142578, [-7.746692657470703, -4.419483184814453]), (-14.12862777709961, -7.064313888549805, [-9.528675079345703, -4.599952697753906]), (-13.668365478515625, -6.8341827392578125, [-8.6739501953125, -4.994415283203125]), (-13.755439758300781, -6.877719879150391, [-8.856834411621094, -4.8986053466796875])]",81912576,distilgpt2
A sweater is a,clothing.,sweater,clothing,10,"[(-14.216621398925781, -7.108310699462891, [-7.827262878417969, -6.3893585205078125]), (-13.611541748046875, -6.8057708740234375, [-7.883026123046875, -5.728515625]), (-13.20504379272461, -6.602521896362305, [-6.6312713623046875, -6.573772430419922]), (-13.771110534667969, -6.885555267333984, [-7.460296630859375, -6.310813903808594]), (-15.762638092041016, -7.881319046020508, [-8.742828369140625, -7.019809722900391])]",81912576,distilgpt2
A sweatshirt is a,clothing.,sweatshirt,clothing,11,"[(-15.047264099121094, -7.523632049560547, [-7.985729217529297, -7.061534881591797]), (-10.827068328857422, -5.413534164428711, [-6.086189270019531, -4.740879058837891]), (-15.26199722290039, -7.630998611450195, [-7.987968444824219, -7.274028778076172]), (-15.687362670898438, -7.843681335449219, [-9.021224975585938, -6.6661376953125]), (-13.941291809082031, -6.970645904541016, [-6.897754669189453, -7.043537139892578])]",81912576,distilgpt2
An underpant is a,clothing.,underpant,clothing,12,"[(-16.03484344482422, -8.01742172241211, [-10.709800720214844, -5.325042724609375]), (-16.70205307006836, -8.35102653503418, [-10.463741302490234, -6.238311767578125]), (-16.59886932373047, -8.299434661865234, [-10.51285171508789, -6.086017608642578]), (-16.482433319091797, -8.241216659545898, [-10.06235122680664, -6.420082092285156]), (-15.996879577636719, -7.998439788818359, [-9.768692016601562, -6.228187561035156])]",81912576,distilgpt2
A sports jacket is a,clothing.,sports jacket,clothing,13,"[(-12.750862121582031, -6.375431060791016, [-7.063652038574219, -5.6872100830078125]), (-14.325103759765625, -7.1625518798828125, [-8.215904235839844, -6.109199523925781]), (-13.124893188476562, -6.562446594238281, [-8.025634765625, -5.0992584228515625]), (-15.35562515258789, -7.677812576293945, [-7.995471954345703, -7.3601531982421875]), (-13.828849792480469, -6.914424896240234, [-7.329227447509766, -6.499622344970703])]",81912576,distilgpt2
A jumper is a,clothing.,jumper,clothing,14,"[(-15.3597412109375, -7.67987060546875, [-8.160415649414062, -7.1993255615234375]), (-14.956764221191406, -7.478382110595703, [-10.972900390625, -3.9838638305664062]), (-18.05988311767578, -9.02994155883789, [-10.34112548828125, -7.718757629394531]), (-18.04364013671875, -9.021820068359375, [-11.586929321289062, -6.4567108154296875]), (-13.996383666992188, -6.998191833496094, [-10.719337463378906, -3.2770462036132812])]",81912576,distilgpt2
A panty is a,clothing.,panty,clothing,15,"[(-15.140792846679688, -7.570396423339844, [-8.131385803222656, -7.009407043457031]), (-13.729988098144531, -6.864994049072266, [-7.943817138671875, -5.786170959472656]), (-14.724456787109375, -7.3622283935546875, [-8.009227752685547, -6.715229034423828]), (-14.661247253417969, -7.330623626708984, [-8.313167572021484, -6.348079681396484]), (-14.547191619873047, -7.273595809936523, [-9.776802062988281, -4.770389556884766])]",81912576,distilgpt2
A sock is a,clothing.,sock,clothing,16,"[(-14.317115783691406, -7.158557891845703, [-8.297737121582031, -6.019378662109375]), (-14.246696472167969, -7.123348236083984, [-7.554649353027344, -6.692047119140625]), (-14.793357849121094, -7.396678924560547, [-8.542213439941406, -6.2511444091796875]), (-13.064956665039062, -6.532478332519531, [-8.628585815429688, -4.436370849609375]), (-12.818092346191406, -6.409046173095703, [-8.575485229492188, -4.242607116699219])]",81912576,distilgpt2
A parka is a,clothing.,parka,clothing,17,"[(-19.497814178466797, -9.748907089233398, [-10.53958511352539, -8.958229064941406]), (-17.265228271484375, -8.632614135742188, [-9.414749145507812, -7.8504791259765625]), (-18.519691467285156, -9.259845733642578, [-10.304183959960938, -8.215507507324219]), (-16.478023529052734, -8.239011764526367, [-9.985881805419922, -6.4921417236328125]), (-17.27337646484375, -8.636688232421875, [-10.382179260253906, -6.891197204589844])]",81912576,distilgpt2
A pajama is a,clothing.,pajama,clothing,18,"[(-16.298603057861328, -8.149301528930664, [-10.045913696289062, -6.252689361572266]), (-16.407230377197266, -8.203615188598633, [-10.363727569580078, -6.0435028076171875]), (-15.6019287109375, -7.80096435546875, [-9.770462036132812, -5.8314666748046875]), (-15.746368408203125, -7.8731842041015625, [-8.78656005859375, -6.959808349609375]), (-15.168693542480469, -7.584346771240234, [-9.505996704101562, -5.662696838378906])]",81912576,distilgpt2
An undershirt is a,clothing.,undershirt,clothing,19,"[(-13.785652160644531, -6.892826080322266, [-7.898895263671875, -5.886756896972656]), (-14.29782485961914, -7.14891242980957, [-7.331165313720703, -6.9666595458984375]), (-14.354393005371094, -7.177196502685547, [-7.868900299072266, -6.485492706298828]), (-12.977127075195312, -6.488563537597656, [-7.548057556152344, -5.429069519042969]), (-13.779163360595703, -6.889581680297852, [-7.964988708496094, -5.814174652099609])]",81912576,distilgpt2
An overcoat is a,clothing.,overcoat,clothing,20,"[(-13.62432861328125, -6.812164306640625, [-7.916572570800781, -5.707756042480469]), (-13.245849609375, -6.6229248046875, [-7.960334777832031, -5.285514831542969]), (-14.508941650390625, -7.2544708251953125, [-8.091316223144531, -6.417625427246094]), (-13.241172790527344, -6.620586395263672, [-8.328868865966797, -4.912303924560547]), (-13.197246551513672, -6.598623275756836, [-8.042835235595703, -5.154411315917969])]",81912576,distilgpt2
A nightgown is a,clothing.,nightgown,clothing,21,"[(-18.079010009765625, -9.039505004882812, [-10.588859558105469, -7.490150451660156]), (-18.013996124267578, -9.006998062133789, [-9.363452911376953, -8.650543212890625]), (-17.31613540649414, -8.65806770324707, [-9.366226196289062, -7.949909210205078]), (-17.559253692626953, -8.779626846313477, [-9.641254425048828, -7.917999267578125]), (-19.674861907958984, -9.837430953979492, [-11.0745849609375, -8.600276947021484])]",81912576,distilgpt2
A raincoat is a,clothing.,raincoat,clothing,22,"[(-14.062637329101562, -7.031318664550781, [-8.204696655273438, -5.857940673828125]), (-16.071250915527344, -8.035625457763672, [-9.172954559326172, -6.898296356201172]), (-14.006904602050781, -7.003452301025391, [-7.285163879394531, -6.72174072265625]), (-14.984405517578125, -7.4922027587890625, [-9.29660415649414, -5.687801361083984]), (-15.703365325927734, -7.851682662963867, [-8.398975372314453, -7.304389953613281])]",81912576,distilgpt2
A bathing suit is a,clothing.,bathing suit,clothing,23,"[(-13.789627075195312, -6.894813537597656, [-7.8506622314453125, -5.93896484375]), (-14.286277770996094, -7.143138885498047, [-7.7670440673828125, -6.519233703613281]), (-14.451290130615234, -7.225645065307617, [-8.01833724975586, -6.432952880859375]), (-13.918052673339844, -6.959026336669922, [-8.474777221679688, -5.443275451660156]), (-12.850177764892578, -6.425088882446289, [-6.896335601806641, -5.9538421630859375])]",81912576,distilgpt2
A bathrobe is a,clothing.,bathrobe,clothing,24,"[(-14.90274429321289, -7.451372146606445, [-8.199398040771484, -6.703346252441406]), (-14.38949966430664, -7.19474983215332, [-8.90542984008789, -5.48406982421875]), (-12.685199737548828, -6.342599868774414, [-7.684391021728516, -5.0008087158203125]), (-13.642379760742188, -6.821189880371094, [-7.49542236328125, -6.1469573974609375]), (-13.351509094238281, -6.675754547119141, [-6.8380126953125, -6.513496398925781])]",81912576,distilgpt2
A slip is a,clothing.,slip,clothing,25,"[(-17.497539520263672, -8.748769760131836, [-13.050727844238281, -4.446811676025391]), (-17.360599517822266, -8.680299758911133, [-11.477027893066406, -5.883571624755859]), (-18.905750274658203, -9.452875137329102, [-12.891765594482422, -6.013984680175781]), (-18.389610290527344, -9.194805145263672, [-12.363601684570312, -6.026008605957031]), (-18.771575927734375, -9.385787963867188, [-12.242576599121094, -6.528999328613281])]",81912576,distilgpt2
A bra is a,clothing.,bra,clothing,26,"[(-12.282920837402344, -6.141460418701172, [-8.041332244873047, -4.241588592529297]), (-14.021244049072266, -7.010622024536133, [-7.976245880126953, -6.0449981689453125]), (-13.923969268798828, -6.961984634399414, [-8.56766128540039, -5.3563079833984375]), (-13.923458099365234, -6.961729049682617, [-7.399288177490234, -6.524169921875]), (-12.049896240234375, -6.0249481201171875, [-8.26873779296875, -3.781158447265625])]",81912576,distilgpt2
A shoe is a,clothing.,shoe,clothing,27,"[(-14.19598388671875, -7.097991943359375, [-7.643730163574219, -6.552253723144531]), (-15.603836059570312, -7.801918029785156, [-7.989677429199219, -7.614158630371094]), (-14.301197052001953, -7.150598526000977, [-8.256572723388672, -6.044624328613281]), (-15.674415588378906, -7.837207794189453, [-8.636398315429688, -7.038017272949219]), (-12.984729766845703, -6.492364883422852, [-7.6512298583984375, -5.333499908447266])]",81912576,distilgpt2
A tuxedo is a,clothing.,tuxedo,clothing,28,"[(-16.060771942138672, -8.030385971069336, [-8.105915069580078, -7.954856872558594]), (-12.035808563232422, -6.017904281616211, [-6.111293792724609, -5.9245147705078125]), (-12.130989074707031, -6.065494537353516, [-5.715946197509766, -6.415042877197266]), (-12.493423461914062, -6.246711730957031, [-6.871101379394531, -5.622322082519531]), (-14.23550796508789, -7.117753982543945, [-7.671680450439453, -6.5638275146484375])]",81912576,distilgpt2
A stocking is a,clothing.,stocking,clothing,29,"[(-14.706558227539062, -7.353279113769531, [-8.977020263671875, -5.7295379638671875]), (-16.736461639404297, -8.368230819702148, [-9.641334533691406, -7.095127105712891]), (-15.959579467773438, -7.979789733886719, [-8.63555908203125, -7.3240203857421875]), (-16.726036071777344, -8.363018035888672, [-9.293350219726562, -7.432685852050781]), (-15.813522338867188, -7.906761169433594, [-9.744979858398438, -6.06854248046875])]",81912576,distilgpt2
A vest is a,clothing.,vest,clothing,30,"[(-12.992950439453125, -6.4964752197265625, [-7.8828582763671875, -5.1100921630859375]), (-14.541099548339844, -7.270549774169922, [-7.24761962890625, -7.293479919433594]), (-15.00069808959961, -7.500349044799805, [-8.069664001464844, -6.931034088134766]), (-14.420303344726562, -7.210151672363281, [-8.743309020996094, -5.676994323730469]), (-15.628093719482422, -7.814046859741211, [-8.85464096069336, -6.7734527587890625])]",81912576,distilgpt2
A nylon is a,clothing.,nylon,clothing,31,"[(-14.384468078613281, -7.192234039306641, [-9.42654800415039, -4.957920074462891]), (-13.147140502929688, -6.573570251464844, [-8.673515319824219, -4.473625183105469]), (-14.823192596435547, -7.411596298217773, [-8.755317687988281, -6.067874908447266]), (-14.197090148925781, -7.098545074462891, [-9.043102264404297, -5.153987884521484]), (-14.500511169433594, -7.250255584716797, [-9.222824096679688, -5.277687072753906])]",81912576,distilgpt2
A cape is a,clothing.,cape,clothing,32,"[(-15.054500579833984, -7.527250289916992, [-8.621353149414062, -6.433147430419922]), (-15.19455337524414, -7.59727668762207, [-8.52480697631836, -6.669746398925781]), (-13.802520751953125, -6.9012603759765625, [-7.964912414550781, -5.837608337402344]), (-15.172294616699219, -7.586147308349609, [-8.007949829101562, -7.164344787597656]), (-12.602832794189453, -6.301416397094727, [-7.7581939697265625, -4.844638824462891])]",81912576,distilgpt2
